Material,Diameter (nm),Zeta potential (mV),Cell_type,Concentration (g/L),Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
0,0.02816326530612245,0.08798645868219201,28,5.688726688070381e-07,4.385382,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,3.792484458713587e-07,3.1893687,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,5.688726688070381e-07,4.385382,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,3.792484458713587e-07,6.3787374,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,7.584968917427173e-08,5.6949153,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,1.8962422293567933e-07,9.1694355,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,1.8962422293567933e-07,12.358804,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783966e-08,17.940199,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783966e-08,20.730898,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783966e-08,18.737541,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,4.740605573391984e-08,38.671097,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783965e-07,6.7774086,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,4.740605573391984e-08,43.45515,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783965e-07,9.1694355,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.896242229356793e-08,9.355932,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.8962422293567933e-07,12.610169,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.4221816720175952e-07,2.8474576,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.4221816720175952e-07,4.0677967,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.4221816720175952e-07,13.016949,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,9.481211146783966e-08,2.8474576,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,9.481211146783966e-08,4.4745765,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,9.481211146783966e-08,16.271187,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,7.584968917427173e-08,4.881356,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,1.8962422293567933e-07,5.9800663,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,7.584968917427173e-07,35.570034,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,5.688726688070381e-07,8.372093,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,5.6887266880703814e-08,5.2881355,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,3.792484458713587e-07,24.16938,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,5.688726688070381e-07,34.65798,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,3.792484458713587e-08,7.322034,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,3.792484458713587e-08,8.135593,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,3.792484458713587e-08,61.42373,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.896242229356793e-08,6.915254,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.896242229356793e-08,101.28814,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.8962422293567933e-07,3.661017,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,4.740605573391984e-08,60.199337,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,2.370302786695992e-08,59.401993,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,3.792484458713587e-08,71.12583,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,3.792484458713587e-07,19.153095,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.896242229356793e-08,44.90066,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.896242229356793e-08,85.82781,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783965e-07,22.801304,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783965e-07,23.25733,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783965e-07,35.114006,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,7.584968917427173e-07,22.345278,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.8962422293567933e-07,27.019867,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,7.584968917427173e-08,29.403973,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,9.481211146783966e-08,60.7947,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,5.6887266880703814e-08,6.915254,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,5.6887266880703814e-08,58.98305,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,1.8962422293567933e-07,28.729641,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,3.792484458713587e-08,45.29801,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,2.370302786695992e-08,55.016613,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,3.792484458713587e-08,40.13245,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,5.6887266880703814e-08,33.377483,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,2.370302786695992e-08,70.166115,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,2.370302786695992e-07,19.86755,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,2.370302786695992e-07,22.251656,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,2.370302786695992e-07,43.311256,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,3.792484458713587e-07,34.201954,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.8962422293567933e-07,25.430464,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.8962422293567933e-07,49.668873,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.4221816720175952e-07,25.827814,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.4221816720175952e-07,26.622517,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.4221816720175952e-07,53.245033,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,9.481211146783966e-08,27.81457,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,9.481211146783966e-08,28.609272,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,7.584968917427173e-08,27.81457,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.01381475667189953,0.16793598112483818,15,6.850775263145459e-07,18.057663,0,0,2,1,0,11,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.01381475667189953,0.16793598112483818,15,3.4253876315727306e-07,39.30197,0,0,2,1,0,11,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.01381475667189953,0.16793598112483818,15,1.7126938157863653e-07,72.23065,0,0,2,1,0,11,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,2.370302786695992e-07,10.983051,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.01381475667189953,0.16793598112483818,15,2.3977713421009114e-07,43.12595,0,0,2,1,0,11,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.01381475667189953,0.16793598112483818,15,1.0276162894718193e-07,92.2003,0,0,2,1,0,11,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.03652537938252224,0.14934306892887395,34,6.091459242090538e-10,84.47542,0,1,2,1,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.8962422293567933e-07,3.2542372,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,2.370302786695992e-07,4.0677967,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.01381475667189953,0.16793598112483818,15,3.4253876315727306e-08,96.874054,0,0,2,1,0,11,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.01381475667189953,0.16793598112483818,15,1.3701550526290922e-08,96.02428,0,0,2,1,0,11,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.026708529565672424,0.17753232290340037,34,1.4870500409817776e-08,5.084746,8,1,2,1,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.026708529565672424,0.17753232290340037,34,1.4870500409817776e-08,17.288136,8,1,2,1,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.026708529565672424,0.17753232290340037,34,5.945993858228324e-09,32.542374,8,1,2,1,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.026708529565672424,0.17753232290340037,34,5.945993858228324e-09,75.254234,8,1,2,1,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.026708529565672424,0.17753232290340037,34,2.978512693361127e-09,77.62712,8,1,2,1,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.896242229356793e-08,15.833333,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,5.688726688070381e-07,4.680851,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,3.792484458713587e-08,7.9166665,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,3.792484458713587e-08,57.916668,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,3.792484458713587e-08,10.833333,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,5.6887266880703814e-08,67.15232,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,2.370302786695992e-08,100.85107,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.026708529565672424,0.17753232290340037,34,2.978512693361127e-09,95.932205,8,1,2,1,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.026708529565672424,0.17753232290340037,34,1.4892563466805632e-09,102.71186,8,1,2,1,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.03652537938252224,0.14934306892887395,34,6.082434858028184e-09,7.9791102,0,1,2,1,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,1.8962422293567933e-07,20.521173,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783966e-08,41.49837,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,4.740605573391984e-08,35.744682,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,4.740605573391984e-08,38.723404,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,4.740605573391984e-08,65.106384,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,2.370302786695992e-08,55.31915,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,2.370302786695992e-08,62.12766,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783966e-08,34.468086,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783966e-08,25.081432,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.03652537938252224,0.14934306892887395,34,6.082434858028184e-09,26.875563,0,1,2,1,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.03652537938252224,0.14934306892887395,34,2.432071504805037e-09,84.273,0,1,2,1,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.03652537938252224,0.14934306892887395,34,2.432071504805037e-09,77.49469,0,1,2,1,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.03652537938252224,0.14934306892887395,34,1.218291848418108e-09,85.56888,0,1,2,1,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.03652537938252224,0.14934306892887395,34,1.218291848418108e-09,82.16748,0,1,2,1,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.03652537938252224,0.14934306892887395,34,6.091459242090538e-10,85.84981,0,1,2,1,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.01381475667189953,0.16793598112483818,15,6.85077526314546e-08,100.0607,0,0,2,1,0,11,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.026708529565672424,0.17753232290340037,34,1.4892563466805632e-09,103.05085,8,1,2,1,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,1.8962422293567933e-07,14.468085,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,1.8962422293567933e-07,9.361702,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,3.792484458713587e-07,9.787234,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,3.792484458713587e-07,8.936171,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783966e-08,22.553192,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783966e-08,17.021276,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,1.8962422293567933e-07,23.829786,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.896242229356793e-08,92.5,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783965e-07,4.255319,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,5.6887266880703814e-08,30.198675,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,1.8962422293567933e-07,38.762215,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.896242229356793e-08,32.083332,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783965e-07,4.255319,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,7.584968917427173e-07,3.8297873,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,7.584968917427173e-07,6.808511,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,2.370302786695992e-07,0.0,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.8962422293567933e-07,0.8333333,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.8962422293567933e-07,0.8333333,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,2.370302786695992e-08,112.638435,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,4.740605573391984e-08,68.40391,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,5.6887266880703814e-08,2.0833333,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,5.6887266880703814e-08,50.833332,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.10308738880167452,0.16793598112483818,65,4.348180011513978e-10,88.548386,0,1,2,7,0,7,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,7.584968917427173e-07,5.5319147,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,5.6887266880703814e-08,2.0833333,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,2.370302786695992e-07,0.0,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,4.740605573391984e-08,65.667755,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,2.370302786695992e-08,92.57329,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,2.370302786695992e-08,104.42997,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783966e-08,39.218243,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,5.688726688070381e-07,4.680851,0,0,2,4,0,25,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,3.792484458713587e-07,4.680851,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,9.481211146783965e-07,3.4042554,0,0,2,4,0,25,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,7.584968917427173e-08,1.25,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,9.481211146783966e-08,40.0,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,28,5.688726688070381e-07,4.255319,0,0,2,4,0,25,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,9.481211146783966e-08,1.25,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.4221816720175952e-07,39.166668,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.4221816720175952e-07,0.41666666,0,0,2,1,0,10,0.28143712574850305,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,7.584968917427173e-08,1.25,0,0,2,1,0,10,0.4251497005988024,0.3369886851539321,0.0,0,0.9939393939393942
0,0.02816326530612245,0.08798645868219201,29,1.8962422293567933e-07,36.25,0,0,2,1,0,10,0.13772455089820362,0.3369886851539321,0.0,0,0.9939393939393942
